product_name,slug,product_family,grade,short_description,physical_form,applications,industries,manufacturer_supplier,country_of_origin,cas_number,hs_gtip_code,un_number,dangerous_goods_class,minimum_order_quantity,quantity_unit,packaging_options,supported_incoterms,dispatch_location,availability_status,availability_checked_date,tds_url,tds_revision_date,sds_url,sds_revision_date,coa_available,certificate_of_origin_available,source_url,source_image_url,image_rights_status,technical_properties_json,last_reviewed_date,verification_status,rfq_enabled,intermediary_disclosure
T-HD 104005 EA,t-hd-104005-ea,HDPE,T-HD 104005 EA,"T-HD 104005 EA is a HDPE grade intended for applications including Good impact strength and chemical resistance; High ESCR. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,Good impact strength and chemical resistance | High ESCR | Pipe coating applications | EA: GENERAL ANTIOXIDANT,,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=t-hd-104005-ea,https://chemportal.com.tr/wp-content/uploads/2024/11/HDPE-2.jpg,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""Property"": ""MELT FLOW INDEX (2.16KG)"", ""Unit"": ""g/10min"", ""Test Method"": ""ASTM D-1238"", ""Typical Value"": ""0.5""}, {""Property"": ""DENSITY"", ""Unit"": ""gr/cm³"", ""Test Method"": ""ASTM D-1505"", ""Typical Value"": ""0.940""}, {""Property"": ""TENSILE STRESS AT YIELD"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-638"", ""Typical Value"": ""17""}, {""Property"": ""TENSILE STRESS AT BREAK"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-638"", ""Typical Value"": ""26""}, {""Property"": ""ELONGATION AT BREAK"", ""Unit"": ""%"", ""Test Method"": ""ASTM D-638"", ""Typical Value"": ""600""}, {""Property"": ""O.I.T."", ""Unit"": ""MIN"", ""Test Method"": ""ASTM D-3895"", ""Typical Value"": ""45""}, {""Property"": ""HARDNESS"", ""Unit"": ""–"", ""Test Method"": ""ASTM D-2240"", ""Typical Value"": ""55""}, {""Property"": ""MELTING POINT"", ""Unit"": ""°C"", ""Test Method"": ""ASTM D-1525"", ""Typical Value"": ""125""}, {""Property"": ""VICAT SOFTENING POINT"", ""Unit"": ""°C"", ""Test Method"": ""ASTM D-1525"", ""Typical Value"": ""115""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
T-HD 104440 EA,t-hd-104440-ea,HDPE,T-HD 104440 EA,"T-HD 104440 EA is a HDPE grade intended for applications including Good impact strength; Excellent surface finish. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,Good impact strength | Excellent surface finish | Non-pressurized pipe with silane technology | EA: GENERAL ANTIOXIDANT,,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=t-hd-104440-ea,https://chemportal.com.tr/wp-content/uploads/2024/11/HDPE-2.jpg,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""Property"": ""MELT FLOW INDEX (2.16KG)"", ""Unit"": ""g/10min"", ""Test Method"": ""ASTM D-1238"", ""Typical Value"": ""4""}, {""Property"": ""DENSITY"", ""Unit"": ""gr/cm³"", ""Test Method"": ""ASTM D-1505"", ""Typical Value"": ""0.944""}, {""Property"": ""YELLOW INDEX"", ""Unit"": ""–"", ""Test Method"": ""ASTM E-313"", ""Typical Value"": ""-1""}, {""Property"": ""WHITENESS INDEX"", ""Unit"": ""–"", ""Test Method"": ""ASTM E-313"", ""Typical Value"": ""60""}, {""Property"": ""CONTAMINATION"", ""Unit"": ""NO."", ""Test Method"": ""BP137"", ""Typical Value"": ""5""}, {""Property"": ""TENSILE STRESS AT YIELD"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-638"", ""Typical Value"": ""18""}, {""Property"": ""TENSILE STRESS AT BREAK"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-638"", ""Typical Value"": ""23""}, {""Property"": ""ELONGATION AT BREAK"", ""Unit"": ""%"", ""Test Method"": ""ASTM D-638"", ""Typical Value"": ""800""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
T-HD 105030 SA,t-hd-105030-sa,HDPE,T-HD 105030 SA,"T-HD 105030 SA is a HDPE grade intended for applications including Good impact strength; Excellent surface finish. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,Good impact strength | Excellent surface finish | Caps with torque-free property | Caps and closures for packaging | SA: GENERAL ANTIOXIDANT AND SLIP AGENT,,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=t-hd-105030-sa,https://chemportal.com.tr/wp-content/uploads/2024/11/HDPE-2.jpg,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""Property"": ""MELT FLOW INDEX (2.16KG)"", ""Unit"": ""g/10min"", ""Test Method"": ""ASTM D-1238"", ""Typical Value"": ""1.8""}, {""Property"": ""DENSITY"", ""Unit"": ""gr/cm³"", ""Test Method"": ""ASTM D-1505"", ""Typical Value"": ""0.948""}, {""Property"": ""YELLOW INDEX"", ""Unit"": ""–"", ""Test Method"": ""ASTM E-313"", ""Typical Value"": ""-1""}, {""Property"": ""WHITENESS INDEX"", ""Unit"": ""–"", ""Test Method"": ""ASTM E-313"", ""Typical Value"": ""60""}, {""Property"": ""CONTAMINATION"", ""Unit"": ""NO."", ""Test Method"": ""BP137"", ""Typical Value"": ""5""}, {""Property"": ""VICAT SOFTENING POINT"", ""Unit"": ""°C"", ""Test Method"": ""ASTM D-1525"", ""Typical Value"": ""112""}, {""Property"": ""TENSILE STRESS AT YIELD"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-638"", ""Typical Value"": ""20""}, {""Property"": ""ELONGATION AT BREAK"", ""Unit"": ""%"", ""Test Method"": ""ASTM D-638"", ""Typical Value"": ""1100""}, {""Property"": ""CHARPY IMPACT"", ""Unit"": ""KJ/M2"", ""Test Method"": ""ASTM D-6110"", ""Typical Value"": ""15""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
T-HD 105218 UA,t-hd-105218-ua,HDPE,T-HD 105218 UA,"T-HD 105218 UA is a HDPE grade intended for applications including High warpage resistance; High flow. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,High warpage resistance | High flow | Fast cycling injection molding | UV stabilization | General-purpose injection molding for outdoor & indoor applications | UA: GENERAL ANTIOXIDANT AND LIGHT STABILIZER,,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=t-hd-105218-ua,https://chemportal.com.tr/wp-content/uploads/2024/11/HDPE-2.jpg,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""Property"": ""MELT FLOW INDEX (2.16KG)"", ""Unit"": ""g/10min"", ""Test Method"": ""ASTM D-1238"", ""Typical Value"": ""18""}, {""Property"": ""DENSITY"", ""Unit"": ""gr/cm³"", ""Test Method"": ""ASTM D-1505"", ""Typical Value"": ""0.952""}, {""Property"": ""YELLOW INDEX"", ""Unit"": ""–"", ""Test Method"": ""ASTM E-313"", ""Typical Value"": ""-1""}, {""Property"": ""WHITENESS INDEX"", ""Unit"": ""–"", ""Test Method"": ""ASTM E-313"", ""Typical Value"": ""60""}, {""Property"": ""CONTAMINATION"", ""Unit"": ""NO."", ""Test Method"": ""BP137"", ""Typical Value"": ""5""}, {""Property"": ""VICAT SOFTENING POINT"", ""Unit"": ""°C"", ""Test Method"": ""ASTM D-1525"", ""Typical Value"": ""115""}, {""Property"": ""TENSILE STRESS AT YIELD"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-638"", ""Typical Value"": ""20""}, {""Property"": ""ELONGATION AT BREAK"", ""Unit"": ""%"", ""Test Method"": ""ASTM D-638"", ""Typical Value"": ""900""}, {""Property"": ""CHARPY IMPACT"", ""Unit"": ""KJ/M2"", ""Test Method"": ""ASTM D-6110"", ""Typical Value"": ""3""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
T-HD 106040 UA,t-hd-106040-ua,HDPE,T-HD 106040 UA,"T-HD 106040 UA is a HDPE grade intended for applications including Good impact strength; Excellent surface finish. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,"Good impact strength | Excellent surface finish | Large dustbins and pails, pallet | UA: GENERAL ANTIOXIDANT AND LIGHT STABILIZER",,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=t-hd-106040-ua,https://chemportal.com.tr/wp-content/uploads/2024/11/HDPE-2.jpg,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""Property"": ""MELT FLOW INDEX (2.16KG)"", ""Unit"": ""g/10min"", ""Test Method"": ""ASTM D-1238"", ""Typical Value"": ""3.7""}, {""Property"": ""DENSITY"", ""Unit"": ""gr/cm³"", ""Test Method"": ""ASTM D-1505"", ""Typical Value"": ""0.960""}, {""Property"": ""YELLOW INDEX"", ""Unit"": ""–"", ""Test Method"": ""ASTM E-313"", ""Typical Value"": ""-1""}, {""Property"": ""WHITENESS INDEX"", ""Unit"": ""–"", ""Test Method"": ""ASTM E-313"", ""Typical Value"": ""60""}, {""Property"": ""CONTAMINATION"", ""Unit"": ""NO."", ""Test Method"": ""BP137"", ""Typical Value"": ""5""}, {""Property"": ""VICAT SOFTENING POINT"", ""Unit"": ""°C"", ""Test Method"": ""ASTM D-1525"", ""Typical Value"": ""112""}, {""Property"": ""TENSILE STRESS AT YIELD"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-638"", ""Typical Value"": ""20""}, {""Property"": ""ELONGATION AT BREAK"", ""Unit"": ""%"", ""Test Method"": ""ASTM D-638"", ""Typical Value"": ""700""}, {""Property"": ""CHARPY IMPACT"", ""Unit"": ""KJ/M2"", ""Test Method"": ""ASTM D-6110"", ""Typical Value"": ""10""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
T-HD 106070 UA,t-hd-106070-ua,HDPE,T-HD 106070 UA,"T-HD 106070 UA is a HDPE grade intended for applications including Good impact strength; Easy processing. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,"Good impact strength | Easy processing | High warpage resistance | High rigidity | UV stabilized | Crates, boxes, seats | UA: GENERAL ANTIOXIDANT AND LIGHT STABILIZER",,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=t-hd-106070-ua,https://chemportal.com.tr/wp-content/uploads/2024/11/HDPE-2.jpg,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""Property"": ""MELT FLOW INDEX (2.16KG)"", ""Unit"": ""g/10min"", ""Test Method"": ""ASTM D-1238"", ""Typical Value"": ""7""}, {""Property"": ""DENSITY"", ""Unit"": ""gr/cm³"", ""Test Method"": ""ASTM D-1505"", ""Typical Value"": ""0.960""}, {""Property"": ""YELLOW INDEX"", ""Unit"": ""–"", ""Test Method"": ""ASTM E-313"", ""Typical Value"": ""-1""}, {""Property"": ""WHITENESS INDEX"", ""Unit"": ""–"", ""Test Method"": ""ASTM E-313"", ""Typical Value"": ""60""}, {""Property"": ""CONTAMINATION"", ""Unit"": ""NO."", ""Test Method"": ""BP137"", ""Typical Value"": ""5""}, {""Property"": ""VICAT SOFTENING POINT"", ""Unit"": ""°C"", ""Test Method"": ""ASTM D-1525"", ""Typical Value"": ""120""}, {""Property"": ""TENSILE STRESS AT YIELD"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-638"", ""Typical Value"": ""26""}, {""Property"": ""ELONGATION AT BREAK"", ""Unit"": ""%"", ""Test Method"": ""ASTM D-638"", ""Typical Value"": ""900""}, {""Property"": ""CHARPY IMPACT"", ""Unit"": ""KJ/M2"", ""Test Method"": ""ASTM D-6110"", ""Typical Value"": ""5""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
T-HIPS 7240,t-hips-7240,HIPS,T-HIPS 7240,"T-HIPS 7240 is a HIPS grade intended for applications including Dairy sheet, cups, trays, egg boxes, general packaging, coextrusion with GPPS at industrial sheets.; All above mentioned data are typical values and not to be construed as real specifications. Users should confirm results by their own tests. For more information about guaranteed items, please refer to S.S.S. (Standard Sales Specifications).. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,"Dairy sheet, cups, trays, egg boxes, general packaging, coextrusion with GPPS at industrial sheets. | All above mentioned data are typical values and not to be construed as real specifications. Users should confirm results by their own tests. For more information about guaranteed items, please refer to S.S.S. (Standard Sales Specifications). | Density and shrinkage of this grade are approximately around 1.04 kg/lt & (0.4-0.7) % (ASTM D-955) respectively. | All tests are carried out at 23°C, unless otherwise stated. | If in grade reference the fourth digit is “1” (7241), it indicates an external lubricant is included.",,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=t-hips-7240,https://chemportal.com.tr/wp-content/uploads/2024/11/HIPS-Polystyrene.jpg,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""Property"": ""Melt Flow Index (200°C 5KG)"", ""Unit"": ""g/10min"", ""Test Method"": ""ASTM D-1238"", ""Typical Value"": ""4.5""}, {""Property"": ""Styrene Residual Monomer"", ""Unit"": ""PPM"", ""Test Method"": ""CLG LABPSG004 (ATOFINA TEST METHOD)"", ""Typical Value"": ""<500""}, {""Property"": ""Vicat Softening Point (50 °C/hr 1kg)"", ""Unit"": ""°C"", ""Test Method"": ""ASTM D-1525"", ""Typical Value"": ""97""}, {""Property"": ""Rockwell Hardness"", ""Unit"": ""–"", ""Test Method"": ""ASTM D-785"", ""Typical Value"": ""SCALE/R65""}, {""Property"": ""Tensile Stress at Yield"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-638"", ""Typical Value"": ""23""}, {""Property"": ""Tensile Strength at Break"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-638"", ""Typical Value"": ""21""}, {""Property"": ""Elongation at Break"", ""Unit"": ""%"", ""Test Method"": ""ASTM D-638"", ""Typical Value"": ""60""}, {""Property"": ""Tensile Modulus"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-638"", ""Typical Value"": ""1950""}, {""Property"": ""Izod Impact"", ""Unit"": ""KJ/M2"", ""Test Method"": ""ASTM D-256"", ""Typical Value"": ""11""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
T-HIPS 7350ESCR,t-hips-7350escr,HIPS,T-HIPS 7350ESCR,"T-HIPS 7350ESCR is a HIPS grade intended for applications including Sheet extrusion; Refrigerator inner liners and door panels. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,Sheet extrusion | Refrigerator inner liners and door panels | Packaging for oily food and dairy products | All values are typical and should not be construed as specifications. Users are advised to confirm through their own tests. | Density and shrinkage values of this grade are approximately 1.04 kg/lit and (0.4-0.7)% as per ASTM D-955. | Tests are conducted at 23°C unless specified otherwise.,,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=t-hips-7350escr,https://chemportal.com.tr/wp-content/uploads/2024/11/HIPS-Polystyrene.jpg,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""Property"": ""MELT FLOW INDEX (200°C 5KG)"", ""Unit"": ""g/10min"", ""Test Method"": ""ASTM D-1238"", ""Typical Value"": ""4""}, {""Property"": ""STYRENE RESIDUAL MONOMER"", ""Unit"": ""PPM"", ""Test Method"": ""ATOFINA Test"", ""Typical Value"": ""<500""}, {""Property"": ""VICAT SOFTENING POINT (50 °C/hr 1kg)"", ""Unit"": ""°C"", ""Test Method"": ""ASTM D-1525"", ""Typical Value"": ""MIN93""}, {""Property"": ""TENSILE STRESS AT YIELD"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-638"", ""Typical Value"": ""18""}, {""Property"": ""TENSILE STRENGTH AT BREAK"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-638"", ""Typical Value"": ""20""}, {""Property"": ""ELONGATION AT BREAK"", ""Unit"": ""%"", ""Test Method"": ""ASTM D-638"", ""Typical Value"": ""50""}, {""Property"": ""TENSILE MODULUS"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-638"", ""Typical Value"": ""1600""}, {""Property"": ""IZOD IMPACT"", ""Unit"": ""KJ/M2"", ""Test Method"": ""ASTM D-256"", ""Typical Value"": ""12""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
T-HIPS 8350,t-hips-8350,HIPS,T-HIPS 8350,"T-HIPS 8350 is a HIPS grade intended for applications including Thermoforming; Fridge doors and cabinet liners. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,Thermoforming | Fridge doors and cabinet liners | Packaging for fatty food sheets | All values are typical and should not be construed as specifications. Users are advised to confirm through their own tests. | Density and shrinkage values of this grade are approximately 1.04 kg/lit and (0.4-0.7)% as per ASTM D-955. | Tests are conducted at 23°C unless specified otherwise.,,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=t-hips-8350,https://chemportal.com.tr/wp-content/uploads/2024/11/HIPS-Polystyrene.jpg,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""Property"": ""MELT FLOW INDEX (200°C 5KG)"", ""Unit"": ""g/10min"", ""Test Method"": ""ASTM D-1238"", ""Typical Value"": ""4.5""}, {""Property"": ""STYRENE RESIDUAL MONOMER"", ""Unit"": ""PPM"", ""Test Method"": ""ATOFINA Test"", ""Typical Value"": ""<500""}, {""Property"": ""VICAT SOFTENING POINT (50 °C/hr 1kg)"", ""Unit"": ""°C"", ""Test Method"": ""ASTM D-1525"", ""Typical Value"": ""96""}, {""Property"": ""ROCKWELL HARDNESS"", ""Unit"": ""–"", ""Test Method"": ""ASTM D-785"", ""Typical Value"": ""SCALE/R54""}, {""Property"": ""TENSILE STRESS AT YIELD"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-638"", ""Typical Value"": ""18""}, {""Property"": ""TENSILE STRENGTH AT BREAK"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-638"", ""Typical Value"": ""20""}, {""Property"": ""ELONGATION AT BREAK"", ""Unit"": ""%"", ""Test Method"": ""ASTM D-638"", ""Typical Value"": ""60""}, {""Property"": ""TENSILE MODULUS"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-638"", ""Typical Value"": ""1600""}, {""Property"": ""IZOD IMPACT"", ""Unit"": ""KJ/M2"", ""Test Method"": ""ASTM D-256"", ""Typical Value"": ""13""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
A 202420D,a-202420d,LDPE,A 202420D,"A 202420D is a LDPE grade intended for applications including Bags & Pouches; Bottles for Consumer Goods. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,Bags & Pouches | Bottles for Consumer Goods | Shrink Film | Blown Film | Film | Blown Film | Injection Moulding | Extrusion Blow Moulding | Good Processability | Good Tear Strength | Good Toughness,,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=a-202420d,https://chemportal.com.tr/wp-content/uploads/2024/10/LDPE.webp,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""No."": ""1"", ""Property"": ""Density"", ""Value"": ""0.923"", ""Units"": ""g/cm³"", ""Test Method"": ""ISO 1183""}, {""No."": ""2"", ""Property"": ""Melt Flow Rate (MFR) (190°C/2.16Kg)"", ""Value"": ""0.25"", ""Units"": ""g/10 min"", ""Test Method"": ""ISO 1133""}, {""No."": ""3"", ""Property"": ""Tensile Modulus"", ""Value"": ""240"", ""Units"": ""MPa"", ""Test Method"": ""ISO 527-1, -2""}, {""No."": ""4"", ""Property"": ""Tensile Stress at Yield"", ""Value"": ""10"", ""Units"": ""MPa"", ""Test Method"": ""ISO 527-1, -2""}, {""No."": ""5"", ""Property"": ""Tensile Strength at Break MD/TD"", ""Value"": ""27/20"", ""Units"": ""MPa"", ""Test Method"": ""ISO 527-1, -3""}, {""No."": ""6"", ""Property"": ""Tensile Strain at Break MD/TD"", ""Value"": ""200/500"", ""Units"": ""%"", ""Test Method"": ""ISO 527-1, -3""}, {""No."": ""7"", ""Property"": ""Dart Drop Impact (50 µm blown film)"", ""Value"": ""250"", ""Units"": ""g"", ""Test Method"": ""ASTM D 1709""}, {""No."": ""8"", ""Property"": ""Vicat Softening Temp (A50 (50°C/h 10N))"", ""Value"": ""94"", ""Units"": ""°C"", ""Test Method"": ""ISO 306""}, {""No."": ""9"", ""Property"": ""Haze (50)"", ""Value"": ""<14"", ""Units"": ""%"", ""Test Method"": ""ASTM D 1003""}, {""No."": ""10"", ""Property"": ""Gloss (60°, 50)"", ""Value"": "">50"", ""Units"": ""%"", ""Test Method"": ""ASTM D 2457""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
A 202420F,a-202420f,LDPE,A 202420F,"A 202420F is a LDPE grade intended for applications including Bags & Pouches; Blow Moulding Application. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,Bags & Pouches | Blow Moulding Application | Shrink Film | Blown Film | Film | Blown Film | Injection Moulding | Extrusion Blow Moulding | Good Heat Seal | Optical | Good Processability | Good Melt Strength,,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=a-202420f,https://chemportal.com.tr/wp-content/uploads/2024/10/LDPE.webp,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""No."": ""1"", ""Property"": ""Density"", ""Value"": ""0.923"", ""Units"": ""g/cm³"", ""Test Method"": ""ISO 1183""}, {""No."": ""2"", ""Property"": ""Melt Flow Rate (MFR) (190°C/2.16Kg)"", ""Value"": ""0.75"", ""Units"": ""g/10 min"", ""Test Method"": ""ISO 1133""}, {""No."": ""3"", ""Property"": ""Tensile Modulus"", ""Value"": ""260"", ""Units"": ""MPa"", ""Test Method"": ""ISO 527-1, -2""}, {""No."": ""4"", ""Property"": ""Tensile Stress at Yield"", ""Value"": ""11"", ""Units"": ""MPa"", ""Test Method"": ""ISO 527-1, -2""}, {""No."": ""5"", ""Property"": ""Tensile Strength at Break MD/TD"", ""Value"": ""26/20"", ""Units"": ""MPa"", ""Test Method"": ""ISO 527-1, -3""}, {""No."": ""6"", ""Property"": ""Tensile Strain at Break MD/TD"", ""Value"": ""300/600"", ""Units"": ""%"", ""Test Method"": ""ISO 527-1, -3""}, {""No."": ""7"", ""Property"": ""Dart Drop Impact (50 µm blown film)"", ""Value"": ""150"", ""Units"": ""g"", ""Test Method"": ""ASTM D 1709""}, {""No."": ""8"", ""Property"": ""Vicat Softening Temp (A50 (50°C/h 10N))"", ""Value"": ""96"", ""Units"": ""°C"", ""Test Method"": ""ISO 306""}, {""No."": ""9"", ""Property"": ""Haze (50)"", ""Value"": ""<8.0"", ""Units"": ""%"", ""Test Method"": ""ASTM D 1003""}, {""No."": ""10"", ""Property"": ""Gloss (60°, 50)"", ""Value"": "">90"", ""Units"": ""%"", ""Test Method"": ""ASTM D 2457""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
A 202420H,a-202420h,LDPE,A 202420H,"A 202420H is a LDPE grade intended for applications including Bags & Pouches; Film. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,Bags & Pouches | Film | Shrink Film | Blown Film | Cast Film | Cast Film | Blown Film | Good Heat Seal | Optical | Good Processability,,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=a-202420h,https://chemportal.com.tr/wp-content/uploads/2024/10/LDPE.webp,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""No."": ""1"", ""Property"": ""Density"", ""Value"": ""0.924"", ""Units"": ""g/cm³"", ""Test Method"": ""ISO 1183""}, {""No."": ""2"", ""Property"": ""Melt Flow Rate (MFR) (190°C/2.16Kg)"", ""Value"": ""1.9"", ""Units"": ""g/10 min"", ""Test Method"": ""ISO 1133""}, {""No."": ""3"", ""Property"": ""Tensile Modulus"", ""Value"": ""260"", ""Units"": ""MPa"", ""Test Method"": ""ISO 527-1, -2""}, {""No."": ""4"", ""Property"": ""Tensile Stress at Yield"", ""Value"": ""11"", ""Units"": ""MPa"", ""Test Method"": ""ISO 527-1, -2""}, {""No."": ""5"", ""Property"": ""Tensile Strength at Break MD/TD"", ""Value"": ""26/18"", ""Units"": ""MPa"", ""Test Method"": ""ISO 527-1, -3""}, {""No."": ""6"", ""Property"": ""Tensile Strain at Break MD/TD"", ""Value"": ""250/600"", ""Units"": ""%"", ""Test Method"": ""ISO 527-1, -3""}, {""No."": ""7"", ""Property"": ""Dart Drop Impact (50 µm blown film)"", ""Value"": ""110"", ""Units"": ""g"", ""Test Method"": ""ASTM D 1709""}, {""No."": ""8"", ""Property"": ""Vicat Softening Temp (A50 (50°C/h 10N))"", ""Value"": ""94"", ""Units"": ""°C"", ""Test Method"": ""ISO 306""}, {""No."": ""9"", ""Property"": ""Haze (50)"", ""Value"": ""<8.0"", ""Units"": ""%"", ""Test Method"": ""ASTM D 1003""}, {""No."": ""10"", ""Property"": ""Gloss (60°, 50)"", ""Value"": "">100"", ""Units"": ""%"", ""Test Method"": ""ASTM D 2457""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
